Country,Shipment_Mode,Qauntity_of_pack,Pack_Price,Weight_Kg,Freight_Cost_USD,Product_Insurance_USD
Vietnam,Air,240,1.85,182,5970.85,0.6
Mozambique,Air,20,32.0,1796,32437.45,271.36
Mozambique,Truck,30,4.7,358,3590.0,16.7
Uganda,Air,60,9.5,237,1154.5,31.68
Rwanda,Air,30,20.0,114,4822.01,41.13
Kenya,Air,100,89.0,1051,11208.38,896.52
Mozambique,Air,20,32.0,1153,7754.14,130.33
Mozambique,Truck,240,1.95,15160,12405.54,134.29
Zambia,Truck,30,8.04,796,4496.13,105.96
Nigeria,Air Charter,60,2.26,486,14547.55,26.91
Zimbabwe,Truck,30,13.96,52,1600.0,15.85
Uganda,Air,100,1.3,2454,10898.12,18.19
Cameroon,Air,30,4.65,3227,26930.79,186.37
Tanzania,Air,30,12.01,9996,8399.76,2532.82
Mozambique,Truck,30,11.15,5065,5419.21,618.46
Ghana,Air,240,1.43,4673,22212.75,17.24
Ghana,Ocean,240,1.43,5467,11447.38,20.38
Vietnam,Air,60,1.75,125,2429.85,3.36
Rwanda,Air,30,16.5,768,4465.1,53.7
Nigeria,Air Charter,60,2.66,2526,9736.1,263.81
Haiti,Air,30,12.11,1807,30844.1,238.03
Zimbabwe,Air,60,4.0,305,2698.04,31.36
Uganda,Air,60,9.45,239,1277.22,20.41
Zambia,Air,100,71.99,979,8690.26,495.29
Uganda,Air,120,90.0,37,1333.01,25.99
Nigeria,Air Charter,30,5.54,2566,16532.5,9.02
South Africa,Ocean,60,8.42,1820,698.0,275.58
Guyana,Air,30,4.75,499,5783.6,36.91
Nigeria,Air,100,89.0,364,6522.64,98.86
Zambia,Truck,60,2.44,7567,16697.66,171.04
Côte dIvoire,Truck,30,4.82,159,1984.83,19.14
Haiti,Air,100,350.0,60,1521.11,14.0
Zimbabwe,Air,90,4.42,800,5697.64,24.04
South Africa,Air,60,15.98,782,2534.68,261.84
Rwanda,Truck,240,1.86,1412,4609.68,4.24
Nigeria,Air,60,8.76,15200,9735.95,3326.74
Zambia,Truck,60,6.76,2321,7317.48,181.34
Uganda,Air,30,3.19,6953,30711.92,439.38
Tanzania,Truck,30,12.3,7596,3567.19,1025.89
Haiti,Air,100,100.0,1623,15230.88,411.2
Tanzania,Air,60,7.4,9635,52979.7,1069.42
Zambia,Air,60,6.5,356,2543.67,41.16
South Africa,Ocean,240,2.12,16260,17060.14,205.68
South Africa,Ocean,90,9.98,2301,4573.2,373.47
Vietnam,Air,30,11.48,654,4051.34,154.29
Uganda,Truck,30,4.62,4964,6126.12,224.35
Cameroon,Air,30,11.99,3176,27939.91,440.49
Côte dIvoire,Truck,60,6.73,9208,35832.12,719.52
Haiti,Air,240,13.6,390,6438.38,14.07
Tanzania,Air,100,80.0,1303,22223.94,307.77
Côte dIvoire,Truck,30,4.7,1208,3738.52,70.81
Mozambique,Air,20,32.0,1650,23167.84,263.42
Zambia,Truck,30,4.62,2130,6700.42,96.54
Nigeria,Air,100,89.0,1186,24927.19,342.39
Zambia,Truck,120,20.48,7140,47532.09,536.48
Uganda,Truck,30,4.7,2517,11803.13,156.63
Uganda,Air,60,2.22,958,7659.33,5.16
Mozambique,Truck,60,6.52,6237,5443.53,506.28
Haiti,Air,240,1.92,2166,22956.0,15.53
Zimbabwe,Air,1,2.5,613,8434.27,40.75
Namibia,Air,100,72.0,47,2681.23,21.17
Nigeria,Air Charter,90,9.69,169,13398.06,19.51
Côte dIvoire,Truck,240,1.43,1485,6819.73,6.24
Mozambique,Truck,30,12.11,11667,4120.7,1652.85
Uganda,Air,60,7.9,3,978.92,0.77
Haiti,Ocean,240,1.51,820,2214.69,3.81
Zimbabwe,Air,100,72.0,1016,18862.39,325.99
South Africa,Ocean,30,6.47,7569,11986.59,1206.33
Nigeria,Air Charter,30,5.54,10684,27441.22,731.29
Haiti,Air,30,9.72,631,7584.12,139.51
Nigeria,Air Charter,60,11.22,28277,21326.73,1946.83
South Africa,Ocean,30,4.26,10956,16429.12,905.95
Mozambique,Truck,30,3.21,1242,9384.0,67.12
Vietnam,Air,120,82.2,209,954.38,225.56
Haiti,Air,60,8.76,2565,25670.1,601.27
Zimbabwe,Air,30,4.65,3155,25316.94,156.6
South Africa,Ocean,60,2.72,583,5824.11,24.06
Nigeria,Air Charter,30,3.12,514,898.0,21.73
Zimbabwe,Air,25,20.0,2450,18087.86,308.27
Rwanda,Air,60,13.15,67,1618.12,11.6
Ethiopia,Air,60,5.73,668,2633.57,113.66
Vietnam,Air,60,7.0,60,1516.05,3.84
South Africa,Air,240,3.0,4440,3283.59,75.29
Tanzania,Truck,30,5.5,2612,1698.83,158.27
Zimbabwe,Air,100,71.99,414,5781.14,196.98
Uganda,Air,30,23.67,2,330.0,1.89
Vietnam,Air,60,2.25,91,1143.04,6.2
Uganda,Air,60,11.35,3941,42656.07,689.63
Côte dIvoire,Truck,60,7.72,16614,24788.37,1317.53
Zimbabwe,Truck,60,8.58,23677,9405.81,181.88
Cameroon,Air,100,72.15,22,1243.98,12.14
Botswana,Air,3,25.0,6,337.89,0.49
Nigeria,Air,60,2.22,5950,18461.22,200.28
Rwanda,Air,100,77.7,1136,49573.62,837.61
Rwanda,Ocean,60,2.26,15683,36173.15,544.75
Rwanda,Air,240,1.95,12605,72991.45,92.38
Botswana,Air,100,71.99,46,1028.18,23.04
Nigeria,Air Charter,30,8.97,631,15322.73,88.06
Haiti,Air,240,1.92,1345,14489.1,15.05
Dominican Republic,Air,100,92.0,791,12643.47,202.0
Uganda,Air,30,10.0,44,1483.39,3.92
Haiti,Air,30,1.56,41,1317.01,0.64
Zimbabwe,Air,100,80.0,1113,20082.38,309.14
Tanzania,Ocean,30,19.9,6349,27797.6,2476.74
Tanzania,Air,20,32.0,2753,25485.81,334.88
Burundi,Air,60,6.52,186,29.21,6.37
Rwanda,Air,240,2.1,777,6400.44,9.02
Mozambique,Air,60,7.2,8693,6757.33,1624.71
Nigeria,Air,60,13.5,962,5180.0,160.62
Vietnam,Air,60,6.38,9,4620.03,288.11
Ghana,Ocean,30,3.19,10803,24636.23,549.99
Tanzania,Air,60,3.75,1739,10506.44,120.09
Ghana,Air,30,11.4,3227,20654.13,292.01
Ghana,Air,60,8.2,3647,18545.17,245.36
Côte dIvoire,Truck,60,3.89,415,2751.09,41.45
Tanzania,Truck,120,33.74,3508,1698.83,948.08
Nigeria,Air Charter,60,7.12,1984,7329.83,303.73
Haiti,Air,30,20.0,19,971.7,5.94
Ethiopia,Air,60,3.04,1822,9742.0,150.17
Nigeria,Air Charter,60,1.43,216,9736.1,10.02
Côte dIvoire,Air,240,1.93,3202,12648.38,12.52
Cameroon,Air,100,72.15,18,1278.12,11.9
Guyana,Air,30,2.24,411,3380.86,1.11
Zambia,Truck,60,2.31,2452,5520.86,114.3
Zambia,Air,20,32.0,2783,20621.1,312.51
Nigeria,Air Charter,60,11.22,30789,25231.96,4461.19
Ethiopia,Air,60,8.76,403,1719.65,85.85
Uganda,Air,30,13.0,46,1458.88,10.89
South Africa,Air,30,7.82,5663,5298.02,1403.39
Nigeria,Air,120,26.7,14647,15459.09,1941.33
Haiti,Ocean,60,6.49,6452,10477.63,505.82
Côte dIvoire,Air,40,110.0,158,4318.21,30.18
Côte dIvoire,Air,100,70.0,794,12499.27,528.22
Côte dIvoire,Truck,30,3.33,4392,18607.76,337.54
Nigeria,Air Charter,60,2.51,14710,12601.07,536.56
Côte dIvoire,Air,60,8.76,2634,6111.21,188.21
South Africa,Air,30,7.82,793,916.22,195.14
Côte dIvoire,Air,60,15.5,882,4516.67,60.95
Nigeria,Air,60,6.52,3322,21533.88,289.63
South Sudan,Air,20,32.0,209,3088.04,26.78
Haiti,Air,60,9.04,13,928.11,0.8
Haiti,Air,60,23.4,5,5642.36,70.83
Rwanda,Truck,30,10.78,8281,14311.0,815.07
Vietnam,Air,120,60.82,2042,6969.82,644.46
Zimbabwe,Truck,90,9.3,17,1200.0,3.06
Côte dIvoire,Truck,60,9.81,14413,11874.85,1031.52
Guyana,Air,20,32.0,149,2115.21,20.68
Rwanda,Air,30,8.75,13147,4781.8,2611.33
Uganda,Air,120,41.1,18,418.75,5.26
Rwanda,Air,60,5.09,805,6220.48,46.85
Namibia,Air,100,71.99,46,2698.04,21.17
Tanzania,Truck,30,5.87,2304,5989.25,15.81
Haiti,Air,60,15.5,8085,78061.3,6.42
Ethiopia,Air,60,3.4,5181,17975.21,302.25
Mozambique,Truck,60,5.56,8491,10605.03,745.57
Côte dIvoire,Air,25,20.5,437,5408.93,29.5
Uganda,Air,60,2.9,1001,3228.26,59.41
Mozambique,Truck,30,10.78,45740,31113.19,1838.67
Uganda,Air,30,11.0,1,966.37,0.19
Haiti,Air,100,350.0,132,3013.19,37.73
Tanzania,Truck,30,5.5,841,3549.9,0.62
Zambia,Truck,60,15.04,257,361.73,63.23
Zambia,Air,100,80.0,553,7845.09,112.18
Côte dIvoire,Air,300,30.82,632,7514.75,15.84
Nigeria,Air Charter,60,7.72,51833,107573.94,1861.18
Nigeria,Air Charter,60,2.73,1448,6147.18,77.13
Ghana,Air,60,5.94,88,1472.41,4.1
Tanzania,Air,30,22.5,775,4136.58,144.03
Uganda,Air,60,3.4,6,484.56,0.88
Tanzania,Truck,60,4.3,466,1696.0,5.09
Mozambique,Truck,30,11.15,28696,22890.82,1572.49
South Sudan,Air,20,32.0,14,1101.91,1.74
Zambia,Air,20,32.0,3445,39662.72,415.63
Guyana,Air,60,2.33,33,1002.59,2.68
Nigeria,Air,30,11.0,1169,13538.35,301.84
Rwanda,Air,240,2.93,907,650.81,15.59
Zambia,Truck,60,2.51,6449,7962.26,606.09
Nigeria,Air Charter,30,6.57,2252,43548.0,42.49
Zimbabwe,Truck,60,8.15,182,1593.48,41.47
Vietnam,Air,120,60.82,1714,4881.42,437.66
Nigeria,Air Charter,60,7.72,72975,129843.24,2781.66
Côte dIvoire,Air,120,41.1,88,1603.44,26.5
Côte dIvoire,Truck,30,15.04,972,4754.53,182.18
Mozambique,Truck,30,3.81,1409,3855.95,118.17
Mozambique,Truck,60,1.99,149,1815.67,6.4
"Congo, DRC",Air,60,2.33,2,91.42,0.14
Vietnam,Air,60,8.1,4168,6717.79,166.54
Nigeria,Air Charter,60,7.72,47693,116593.0,2666.54
South Africa,Ocean,240,9.28,7664,17022.13,306.24
Nigeria,Air,30,15.04,13193,18461.22,2266.52
Cameroon,Air,100,350.0,48,1222.56,11.55
Nigeria,Air,30,26.25,3273,6443.63,1937.92
Haiti,Air,240,2.1,3435,40301.65,30.87
South Sudan,Air,100,89.0,39,1434.98,9.91
South Africa,Ocean,60,2.43,16391,20258.29,1430.89
Ethiopia,Air,60,2.33,74,530.36,9.04
Ethiopia,Air,1,24.5,780,7655.99,37.78
Uganda,Air,30,4.75,1325,4600.45,179.73
Vietnam,Air,30,23.26,16,958.85,5.38
Zambia,Truck,30,10.78,8487,8054.68,705.87
Haiti,Air,300,41.1,99,2704.58,4.03
"Congo, DRC",Air,300,30.82,52,1573.41,0.76
Zambia,Truck,60,3.28,3127,8109.92,289.23
Ghana,Air,60,8.2,3167,16189.27,211.56
Haiti,Air,100,139.0,92,1425.77,27.8
Uganda,Air,30,3.33,19158,106022.37,148.32
Vietnam,Air,60,7.4,1360,5412.14,181.86
Côte dIvoire,Air,30,6.57,12232,60010.73,9.31
Nigeria,Air,60,20.5,3286,18208.0,425.88
Nigeria,Air,100,80.0,2440,43692.46,799.68
South Africa,Air,60,2.53,1791,1791.42,181.85
Nigeria,Air Charter,120,18.64,15198,26180.0,1341.33
Zambia,Truck,30,6.59,26199,34356.26,1550.57
Côte dIvoire,Air,240,2.1,749,2336.27,8.23
Vietnam,Air,60,2.21,1483,11346.48,62.88
Haiti,Air,60,8.55,7100,68243.0,666.18
Tanzania,Air,20,32.0,125,1908.34,15.16
Mozambique,Truck,30,11.15,88761,55287.91,2039.74
Nigeria,Air,30,1.53,52,428.66,2.57
Côte dIvoire,Truck,240,1.43,2933,11961.04,11.76
Dominican Republic,Air,1,0.0,46,1428.23,0.0
Vietnam,Air,60,1.45,1815,9931.49,45.36
South Africa,Ocean,30,4.26,9461,7292.27,838.22
South Africa,Air,30,4.67,4815,5886.9,572.67
Burundi,Air,100,80.0,516,9802.95,125.48
Nigeria,Air Charter,60,11.4,7798,15128.37,1552.71
Nigeria,Air,100,89.0,1234,21084.84,334.46
Côte dIvoire,Air,240,1.92,1988,6146.0,17.14
Tanzania,Truck,240,1.95,10913,3853.89,94.93
Haiti,Air,180,16.96,72,290.0,7.14
Vietnam,Air,30,10.15,2406,4872.65,223.12
Tanzania,Air,336,38.36,1210,7015.04,48.49
Sudan,Air,20,32.0,5,578.73,0.58
Zimbabwe,Truck,60,2.31,19991,10942.88,147.22
Haiti,Air,240,1.9,622,13122.39,6.67
Haiti,Air,1,24.5,164,2179.49,7.58
Nigeria,Air,100,89.0,2471,35912.43,558.19
Mozambique,Air,20,32.0,145,2572.68,29.25
Uganda,Air,120,25.5,3888,17405.65,547.74
Tanzania,Air,60,8.15,4059,17997.84,322.63
South Africa,Ocean,60,2.37,1279,11372.22,129.49
Vietnam,Air,120,82.2,113,2709.98,69.92
Tanzania,Truck,60,2.0,1386,7061.2,41.12
Zimbabwe,Air,300,30.82,1374,15504.4,64.81
Tanzania,Truck,60,2.91,1608,1700.32,151.52
Côte dIvoire,Truck,60,2.23,216,4017.7,13.24
Rwanda,Air,60,7.71,150,2682.48,16.6
Uganda,Truck,30,10.78,5083,6948.04,498.68
Vietnam,Air,30,7.75,395,3538.57,58.95
Uganda,Truck,240,1.95,13310,12203.29,87.39
Zimbabwe,Air,100,80.0,3567,51732.62,722.64
Rwanda,Truck,240,1.45,1855,6638.3,9.39
Nigeria,Air,100,89.0,1288,16002.97,290.58
Zimbabwe,Truck,30,4.7,3749,9708.48,235.66
Nigeria,Air,100,89.0,1352,30726.22,353.75
Zambia,Truck,60,3.89,1628,3526.69,182.75
Nigeria,Air,100,89.0,1233,21084.84,334.13
South Africa,Ocean,30,4.51,6681,9323.27,584.86
Cameroon,Air Charter,30,13.27,3943,67732.55,372.09
Zimbabwe,Air,1,3.25,369,1014.5,38.6
Lesotho,Air,100,350.0,17,587.63,3.92
Haiti,Ocean,100,4.6,6433,7727.85,7.74
Vietnam,Air,60,1.45,1516,11915.51,50.24
Zambia,Air,100,80.0,2561,35696.95,519.26
Vietnam,Air,120,82.2,259,2985.93,174.0
Zimbabwe,Air,100,72.0,967,18212.87,297.27
Nigeria,Air,60,2.73,1444,124350.84,88.29
Zambia,Truck,60,2.26,2270,4356.75,119.58
Vietnam,Air,120,60.82,826,3315.82,258.35
Nigeria,Air Charter,60,2.73,3951,6147.18,204.83
Sudan,Air,100,8.0,2,885.49,0.01
Côte dIvoire,Air,60,28.0,316,3095.28,96.1
Vietnam,Air,60,8.94,6,2794.34,1.43
Tanzania,Truck,100,1.3,3920,6010.2,32.16
Tanzania,Truck,240,1.95,9174,7185.6,68.28
Namibia,Air,25,75.0,48,401.97,9.85
Vietnam,Air,30,14.1,1675,3401.49,126.82
"Congo, DRC",Air,60,6.76,315,2030.96,53.2
Nigeria,Air Charter,60,7.72,2924,5668.63,158.72
Mali,Air,36,125.0,24,1059.59,8.35
Rwanda,Air,30,5.35,273,2964.49,21.0
Haiti,Air,60,1.4,418,4692.14,10.44
Uganda,Air,240,2.1,5511,7876.44,49.28
Tanzania,Air,25,20.0,3327,13606.4,294.4
Tanzania,Truck,30,2.24,1437,1698.83,91.46
Uganda,Ocean,60,11.35,1118,7338.54,195.41
Cameroon,Air,100,111.58,46,1003.18,4.14
Tanzania,Truck,60,9.45,10453,8831.92,1696.33
South Africa,Air,240,3.0,4396,3283.59,75.47
Liberia,Air,20,32.0,7,498.72,1.06
Zambia,Truck,60,7.2,7393,6051.02,460.8
Burundi,Air,60,6.6,331,4218.74,9.69
Zambia,Air,300,30.82,2272,14603.71,71.76
Botswana,Air,100,350.0,48,1172.11,13.72
Nigeria,Air,60,9.62,17521,15459.09,1564.52
Zambia,Truck,60,2.26,6502,13300.01,223.65
South Africa,Ocean,30,2.39,3099,7321.43,283.41
Ethiopia,Truck,336,38.36,25,505.0,0.86
Uganda,Air,30,5.78,1864,8485.0,244.28
Nigeria,Air,20,27.0,2985,20635.3,390.87
Nigeria,Air,100,89.0,2402,35747.28,540.26
Haiti,Air,60,1.99,250,2794.21,6.51
Zimbabwe,Truck,60,7.78,7114,5530.11,42.94
Rwanda,Truck,90,9.3,164,2737.75,24.72
Côte dIvoire,Ocean,120,30.0,5734,24624.0,950.56
Nigeria,Air,100,89.0,976,26014.88,300.16
Nigeria,Air,20,29.0,1784,8248.33,197.11
Nigeria,Air,60,2.9,153,1280.91,9.74
Zambia,Truck,30,3.81,6022,18219.83,374.75
Swaziland,Air,60,11.22,4502,12314.4,441.74
Uganda,Truck,60,3.6,2253,3785.72,76.27
Namibia,Air,25,75.0,122,1100.4,24.0
Nigeria,Air,20,32.0,9312,77833.24,1260.43
Ethiopia,Air,1,23.0,718,6161.42,37.57
Zambia,Truck,60,2.21,3360,9527.17,148.91
Haiti,Ocean,30,10.5,5986,2549.52,514.34
Côte dIvoire,Air,100,80.0,606,8158.8,123.36
Kenya,Air,100,89.0,800,8826.0,0.19
Haiti,Air,60,1.9,119,1896.49,2.09
Nigeria,Air Charter,30,5.54,11969,17090.0,216.79
Zimbabwe,Truck,60,7.4,12779,41772.09,1480.0
Guyana,Air,60,7.02,199,3127.35,8.41
Rwanda,Air,60,2.25,2520,25593.87,83.41
Nigeria,Air Charter,30,19.92,1210,9736.1,474.14
Nigeria,Air Charter,30,26.25,13037,7445.8,7708.44
"Congo, DRC",Air,100,80.0,2131,62196.13,440.72
Nigeria,Air Charter,30,4.75,19,9736.1,2.15
Zambia,Truck,60,2.66,8754,8109.91,860.24
Tanzania,Air,90,9.3,630,3416.2,95.21
Uganda,Air,120,66.6,94,1061.0,23.73
Côte dIvoire,Air,240,2.1,5752,18607.76,7.45
Zambia,Air,100,80.0,2548,28709.52,516.47
Nigeria,Air Charter,90,27.5,51,9736.1,18.32
Pakistan,Air,100,80.0,1117,14959.83,263.8
Uganda,Air,60,9.62,2400,18337.82,186.53
Mozambique,Air,20,32.0,2451,35569.75,396.0
Nigeria,Air Charter,30,9.76,15735,37929.0,1175.02
Tanzania,Air,20,32.0,55,1112.11,5.53
South Africa,Air,30,7.82,3243,1881.24,802.95
Tanzania,Air,100,80.0,1303,22617.38,307.77
Zimbabwe,Truck,60,5.56,1021,5216.63,87.09
Nigeria,Air Charter,60,21.42,75,11637.64,31.7
Côte dIvoire,Truck,30,13.49,288,1922.75,44.99
South Africa,Ocean,60,2.43,19564,33865.26,1764.18
Ethiopia,Air,1,24.5,2777,34137.03,126.14
Côte dIvoire,Air,120,36.16,205,3962.5,77.96
Nigeria,Air Charter,60,11.4,507,7445.8,100.57
Côte dIvoire,Truck,240,1.99,10413,39599.1,8.18
Haiti,Air,100,71.99,171,3518.38,86.39
Rwanda,Truck,240,1.85,185,2342.16,1.16
Tanzania,Air,100,80.0,144,2631.39,28.78
Kenya,Air,100,89.0,2278,31382.03,995.98
Mozambique,Truck,30,9.6,90446,68874.85,7005.49
Mozambique,Truck,30,9.76,112027,79514.44,157.06
Vietnam,Air,120,82.2,756,9193.82,408.25
Côte dIvoire,Air,60,10.29,13055,23994.1,1442.66
Zambia,Air,60,2.25,3962,20233.34,90.07
Guyana,Air,20,32.0,500,5255.14,101.42
Haiti,Air,240,1.51,908,6438.91,3.83
Rwanda,Air,30,8.56,153,2483.49,27.35
Uganda,Air,60,9.35,6556,5401.95,64.23
Zambia,Air,30,5.78,986,5097.09,173.73
Tanzania,Truck,60,2.76,1502,6900.62,148.38
Vietnam,Air,30,6.5,111,7457.19,17.29
Mozambique,Truck,240,1.95,1102,2779.53,9.43
Nigeria,Air Charter,60,8.11,6589,26731.0,0.05
"Congo, DRC",Air,20,32.0,64,1592.72,7.32
Nigeria,Air Charter,60,3.6,6295,16941.0,414.49
Ethiopia,Air,20,27.0,1445,7303.25,210.73
Côte dIvoire,Air,30,7.64,28,2677.09,8.04
Rwanda,Air,60,7.71,186,2874.03,20.04
"Congo, DRC",Air,100,80.0,746,13037.01,168.8
Nigeria,Air,20,32.0,1990,23396.04,271.07
Vietnam,Air,120,60.82,439,958.85,138.13
Haiti,Air,60,2.18,659,5586.53,22.52
Zambia,Truck,60,5.58,320,1300.0,36.43
Tanzania,Air,100,80.0,139,2234.96,27.63
Mozambique,Air,100,0.01,2278,23743.01,0.15
Côte dIvoire,Air,100,71.99,16,515.48,8.06
Nigeria,Air,60,2.42,12028,15459.09,678.57
Rwanda,Air,30,2.24,30,1309.03,1.85
Nigeria,Air,90,8.26,370,15459.09,29.51
Haiti,Air,60,5.94,65,892.5,3.18
Tanzania,Air,100,139.0,3093,1547.0,93.85
Zambia,Truck,30,4.32,4471,10370.59,520.16
Côte dIvoire,Air,240,2.1,1021,5254.1,11.08
Kenya,Air,100,89.0,3637,38452.73,1808.46
Ghana,Air,30,4.62,4539,22271.36,216.72
Côte dIvoire,Air,30,4.7,669,2431.39,41.45
Côte dIvoire,Truck,240,2.1,1122,5520.83,6.28
Côte dIvoire,Truck,240,2.1,1159,5405.25,7.79
Côte dIvoire,Air,100,5.0,22,1211.49,2.78
South Africa,Ocean,30,4.51,5467,9323.3,478.61
South Africa,Ocean,60,2.49,3755,4514.06,402.63
Mozambique,Air,60,8.11,4516,16537.11,276.92
Zimbabwe,Truck,30,8.63,1423,6623.46,604.38
South Africa,Air,60,2.57,15006,20134.62,1679.59
Ethiopia,Air,30,17.0,37,504.0,16.08
Uganda,Truck,30,13.96,610,6585.03,99.47
South Africa,Air,240,3.15,3869,4088.43,67.91
Côte dIvoire,Air,30,6.57,3629,8758.37,63.46
Zimbabwe,Truck,60,6.66,8280,15328.58,992.07
Zambia,Air,20,32.0,1224,15670.6,184.8
Zambia,Air,25,20.0,40,771.88,5.17
Zimbabwe,Air,100,80.0,2933,42028.45,594.84
Rwanda,Air,1,24.5,1992,26266.34,90.56
Tanzania,Truck,90,7.3,350,2266.0,59.0
Côte dIvoire,Air,300,30.82,242,5257.72,19.82
Côte dIvoire,Truck,60,4.15,338,3487.55,33.17
Haiti,Air,30,12.11,2435,25984.75,329.56
Haiti,Air,30,6.22,3160,32104.3,444.44
South Africa,Air,60,7.43,1431,4885.21,425.15
Ghana,Air,30,6.42,90,226.25,11.5
Kenya,Air,100,89.0,1445,10719.64,554.01
Malawi,Ocean,30,11.49,701,3548.81,88.12
Namibia,Air,60,6.61,4233,26663.64,181.18
Uganda,Air,60,6.85,65,887.67,3.53
Ethiopia,Air,60,7.21,88,755.64,31.09
Haiti,Air,60,8.1,3458,19839.26,208.1
South Africa,Ocean,30,4.53,7017,11372.23,315.27
Nigeria,Air Charter,60,8.58,1749,20225.07,127.36
Haiti,Air,30,2.24,106,1615.07,5.54
Ghana,Air,60,5.94,63,1317.82,2.74
Malawi,Air,20,32.0,17,703.25,1.27
Mozambique,Truck,60,3.2,677,1522.92,61.64
Vietnam,Air,60,6.75,957,1869.41,92.62
South Africa,Ocean,30,4.51,6,9951.38,0.52
Nigeria,Air,20,32.0,1072,16036.98,198.0
Mozambique,Air,100,77.7,628,7580.09,355.0
"Congo, DRC",Air,60,7.0,5426,20499.33,91.7
Uganda,Air,60,8.04,237,1488.99,22.1
Côte dIvoire,Air,90,9.71,5,3380.36,0.42
Vietnam,Air,240,1.92,960,13762.41,3.07
Uganda,Air,30,18.34,3000,428.91,2.16
South Africa,Ocean,60,7.3,127,47101.63,29.53
Zambia,Air,30,12.42,5253,18856.33,1324.81
Uganda,Truck,60,11.46,597,2279.5,14.03
South Africa,Ocean,30,4.53,12410,10446.37,1135.06
Ghana,Air,30,3.19,3862,25512.84,196.76
Rwanda,Air,60,2.44,544,5029.05,50.36
South Africa,Ocean,240,2.12,3967,8169.7,48.92
Burundi,Air,240,1.45,201,1530.81,0.98
Zambia,Truck,240,1.95,3088,6476.69,25.74
Zambia,Air,100,71.99,1053,11062.05,634.95
Haiti,Air,90,9.71,194,2452.54,26.38
Tanzania,Air,270,89.11,424,3310.89,143.23
Vietnam,Air,30,13.0,4233,6878.63,729.04
Nigeria,Air Charter,60,3.6,71,134.0,3.38
Zambia,Air,100,72.0,1330,11559.65,635.04
Burundi,Air,60,13.15,36,1188.75,6.45
Côte dIvoire,Truck,30,15.04,979,4869.4,182.18
Haiti,Air,120,37.5,203,2228.92,59.83
Côte dIvoire,Air,60,11.22,9402,33266.37,1759.52
Vietnam,Air,30,11.49,1295,2021.05,163.45
Côte dIvoire,Air,60,3.5,69,5028.05,6.45
Guyana,Air,60,6.76,466,5724.4,16.11
Tanzania,Truck,240,1.95,823,3524.0,5.99
Botswana,Air,100,70.0,5406,559.95,0.9
Côte dIvoire,Air,240,1.95,224,3545.1,2.52
Ethiopia,Air,60,2.44,658,4311.22,21.52
Uganda,Air,120,90.0,16,1000.94,19.76
Rwanda,Air,240,1.85,1076,4474.31,7.78
Mozambique,Truck,240,1.95,53692,29683.06,166.68
Côte dIvoire,Air,120,41.1,421,5947.88,31.5
Mozambique,Air,60,1.49,31,1047.04,1.37
South Africa,Ocean,30,6.65,11603,10748.8,1364.01
Zimbabwe,Truck,60,9.81,14115,8751.99,1375.36
Haiti,Ocean,240,2.1,3504,7117.39,4.76
Tanzania,Air,60,5.94,208,2336.46,12.8
Côte dIvoire,Air Charter,30,9.72,229,1854.88,62.49
Haiti,Air,100,70.0,382,3241.06,230.5
Nigeria,Air Charter,60,2.33,2238,17090.0,65.33
Tanzania,Air,30,12.42,1636,6195.24,366.66
Uganda,Air,60,11.2,690,5410.32,120.74
Dominican Republic,Air,100,75.0,28,483.68,5.07
Uganda,Air,30,10.0,168,2990.92,43.12
Guyana,Air,60,7.9,49,1465.71,6.44
Rwanda,Truck,30,4.64,9905,5445.73,560.3
Côte dIvoire,Truck,30,4.22,1223,3526.27,139.79
South Africa,Air,240,3.15,838,4876.31,14.68
Malawi,Air,100,80.0,60,1619.3,15.24
South Sudan,Air,20,32.0,15,870.22,2.11
Tanzania,Truck,60,3.73,931,6002.0,78.44
Zambia,Air,20,32.0,1989,19569.48,370.05
Côte dIvoire,Air,100,70.0,794,12506.12,528.22
Cameroon,Air,20,32.0,643,7805.33,102.4
Zimbabwe,Truck,60,5.38,9134,16064.09,599.94
Zimbabwe,Truck,60,8.15,395,1746.3,6.85
Haiti,Air,100,100.0,2314,22194.09,670.65
Tanzania,Ocean,30,19.9,5803,27478.63,2280.33
Zambia,Truck,60,15.89,2556,4471.07,127.82
Nigeria,Air Charter,60,2.26,12686,41332.14,265.58
Uganda,Truck,30,8.23,656,4376.56,101.05
Tanzania,Air,100,80.0,39,1176.54,8.22
Uganda,Air,60,2.9,125,2697.65,7.39
Nigeria,Air,30,1.1,13,365.48,0.54
Ethiopia,Air,60,2.9,1258,6027.68,80.49
Rwanda,Air,30,18.0,1045,6949.93,148.03
Vietnam,Air,120,82.2,1232,8108.91,671.5
Rwanda,Air,60,11.89,6768,38120.96,1160.86
Vietnam,Air,60,5.35,3828,15089.11,97.1
Mozambique,Truck,60,7.72,39688,28277.42,2725.93
Namibia,Air,100,77.7,36,859.18,19.23
Nigeria,Air,100,89.0,3759,57561.38,1019.24
Haiti,Air,240,13.7,395,6555.75,12.3
Mozambique,Air,30,3.33,1750,9758.5,70.18
Zambia,Air,100,80.0,1368,25037.09,378.84
Zambia,Air,20,32.0,2657,25513.66,501.76
Nigeria,Air Charter,120,18.9,3814,29674.92,370.0
Mozambique,Air,300,41.1,52,1287.77,3.22
